@RELATION emotion
@ATTRIBUTE term	string
@ATTRIBUTE noun {true,false}
@ATTRIBUTE verb {true,false}
@ATTRIBUTE adjective {true,false}
@ATTRIBUTE adverb {true,false}
@ATTRIBUTE title-word {true,false}
@ATTRIBUTE repeat-word {true,false}
@ATTRIBUTE lastline {true,false}
@ATTRIBUTE  negation{true,false}
@ATTRIBUTE simile {true,false}
@ATTRIBUTE metaphore {true,false}
@ATTRIBUTE concept string 
@ATTRIBUTE class 	{anger,hate,joy,sad,love,courage,surprise,fear,peace}
@DATA
flow,true,false,false,false,false,false,false,false,false,false,LIFE,peace
saqi,true,false,false,false,false,false,false,false,false,false,LIFE,peace
tavern,true,false,false,false,false,false,true,false,false,false,LIFE,peace
secret,true,false,false,false,false,false,false,false,false,false,LIFE,peace
world,true,false,false,false,false,false,false,false,false,false,LIFE,peace
book,true,false,false,false,false,false,false,false,false,false,LIFE,peace
cup,true,false,false,false,false,false,false,false,false,false,LIFE,peace
temple,true,false,false,false,false,false,false,false,false,false,LIFE,peace
eye,true,false,false,false,false,false,false,false,false,false,LIFE,peace
look,true,false,false,false,false,false,false,false,false,false,LIFE,peace
idol,true,false,false,false,false,false,false,false,false,false,LIFE,peace
house,true,false,false,false,false,false,false,false,false,false,LIFE,peace
heart,true,false,false,false,false,false,false,false,false,false,LIFE,peace
friend,true,false,false,false,false,false,false,false,false,false,LIFE,peace
morning,true,false,false,false,false,false,false,false,false,false,LIFE,peace
nothing,true,false,false,false,false,false,false,false,false,false,LIFE,peace
ashe,true,false,false,false,false,false,false,false,false,false,LIFE,peace
heart,true,false,false,false,false,false,false,false,false,false,LIFE,peace
burn,true,false,false,false,false,false,false,false,false,false,LIFE,peace
sorrow,true,false,false,false,false,false,false,false,false,false,LIFE,peace
moth,true,false,false,false,false,false,false,false,false,false,LIFE,peace
wine,true,false,false,false,false,false,false,false,false,false,LIFE,peace
truth,true,false,false,false,false,false,false,false,false,false,LIFE,peace
saqi,true,false,false,false,false,false,false,false,false,false,LIFE,peace
eye,true,false,false,false,false,false,false,false,false,false,LIFE,peace
cup,true,false,false,false,false,false,false,false,false,false,LIFE,peace
deceive,true,false,false,false,false,false,false,false,false,false,LIFE,peace
thirst,true,false,false,false,false,false,false,false,false,false,LIFE,peace
wonder,true,false,false,false,true,false,false,false,false,false,LIFE,peace
instrument,true,false,false,false,false,false,false,false,false,false,LIFE,peace
resound,true,false,false,false,false,false,false,false,false,false,LIFE,peace
symphony,true,false,false,false,false,false,false,false,false,false,LIFE,peace
chamber,true,false,false,false,false,false,false,false,false,false,LIFE,peace
heart,true,false,false,false,false,false,false,false,false,false,LIFE,peace
saqi,true,false,false,false,false,false,false,false,false,false,LIFE,peace
slaying,true,false,false,false,false,false,false,false,false,false,LIFE,peace
desire,true,false,false,false,false,false,false,false,false,false,LIFE,peace
kind,true,false,false,false,false,false,false,false,false,false,LIFE,peace
mercy,true,false,false,false,false,false,false,false,false,false,LIFE,peace
ecstasy,true,false,false,false,false,false,false,false,false,false,LIFE,peace
reign,true,false,false,false,false,false,false,false,false,false,LIFE,peace
tavern,true,false,false,false,false,false,true,false,false,false,LIFE,peace
moment,true,false,false,false,false,false,false,false,false,false,LIFE,peace
quietude,true,false,false,false,false,false,false,false,false,false,LIFE,peace
wonder,true,false,false,false,true,false,false,false,false,false,LIFE,peace
musician,true,false,false,false,false,false,false,false,false,false,LIFE,peace
melody,true,false,false,false,false,false,false,false,false,false,LIFE,peace
heart,true,false,false,false,false,false,false,false,false,false,LIFE,peace
life,true,false,false,false,false,false,false,false,false,false,LIFE,peace
darshan,true,false,false,false,false,false,false,false,false,false,LIFE,peace
joy,true,false,false,false,false,false,true,false,false,false,LIFE,peace
rival,true,false,false,false,false,false,true,false,false,false,LIFE,peace
rapture,true,false,false,false,false,false,true,false,false,false,LIFE,peace
master,true,false,false,false,false,false,false,false,false,false,LIFE,peace
tavern,true,false,false,false,false,false,true,false,false,false,LIFE,peace
jiddu,true,false,false,false,false,false,false,false,false,false,BE,peace
krishnamurt,true,false,false,false,false,false,false,false,false,false,BE,peace
sea,true,false,false,false,false,false,false,false,false,false,BE,peace
thee,true,false,false,false,false,false,false,false,false,false,BE,peace
calmness,true,false,false,false,false,false,false,false,false,false,BE,peace
freedom,true,false,false,false,false,false,false,false,false,false,BE,peace
skie,true,false,false,false,false,false,false,false,false,false,BE,peace
happiness,true,false,false,false,false,false,false,false,false,false,BE,peace
dancing,true,false,false,false,false,false,false,false,false,false,BE,peace
water,true,false,false,false,false,false,false,false,false,false,BE,peace
moon,true,false,false,false,false,false,false,false,false,false,BE,peace
make,true,false,false,false,false,false,false,false,false,false,BE,peace
path,true,false,false,false,false,false,false,false,false,false,BE,peace
dark,true,false,false,false,false,false,false,false,false,false,BE,peace
sea,true,false,false,false,false,false,false,false,false,false,BE,peace
lie,true,false,false,false,false,false,false,false,false,false,BE,peace
path,true,false,false,false,false,false,false,false,false,false,BE,peace
understanding,true,false,false,false,false,false,false,false,false,false,BE,peace
sorrow,true,false,false,false,false,false,false,false,false,false,BE,peace
smile,true,false,false,false,false,false,false,false,false,false,BE,peace
heart,true,false,false,false,false,false,false,false,false,false,BE,peace
heavy,true,false,false,false,false,false,false,false,false,false,BE,peace
burden,true,false,false,false,false,false,false,false,false,false,BE,peace
love,true,false,false,false,false,false,false,false,false,false,BE,peace
deception,true,false,false,false,false,false,false,false,false,false,BE,peace
mind,true,false,false,false,false,false,false,false,false,false,BE,peace
pervert,true,false,false,false,false,false,false,false,false,false,BE,peace
thought,true,false,false,false,false,false,false,false,false,false,BE,peace
flow,true,false,false,false,false,false,false,false,false,false,BE,peace
sunlight,true,false,false,false,false,false,false,false,false,false,BE,peace
thine,true,false,false,false,false,false,false,false,false,false,BE,peace
understanding,true,false,false,false,false,false,false,false,false,false,BE,peace
thee,true,false,false,false,false,false,false,false,false,false,BE,peace
fear,true,false,false,false,false,false,false,false,false,false,BE,peace
thee,true,false,false,false,false,false,false,false,false,false,BE,peace
water,true,false,false,false,false,false,false,false,false,false,BE,peace
wind,true,false,false,false,false,false,false,false,false,false,BE,peace
thou,true,false,false,false,false,false,false,false,false,false,BE,peace
shalt,true,false,false,false,false,false,false,false,false,false,BE,peace
understanding,true,false,false,false,false,false,false,false,false,false,BE,peace
love,true,false,false,false,false,false,false,false,false,false,BE,peace
mind,true,false,false,false,false,false,false,false,false,false,BE,peace
drive,true,false,false,false,false,false,false,false,false,false,BE,peace
cloud,true,false,false,false,false,false,false,false,false,false,BE,peace
thy,true,false,false,false,false,false,false,false,false,false,BE,peace
prejudice,true,false,false,false,false,false,false,false,false,false,BE,peace
thought,true,false,false,false,false,false,false,false,false,false,BE,peace
moon,true,false,false,false,false,false,false,false,false,false,BE,peace
love,true,false,false,false,false,false,false,false,false,false,BE,peace
sun,true,false,false,false,false,false,false,false,false,false,BE,peace
star,true,false,false,false,false,false,false,false,false,false,BE,peace
fill,true,false,false,false,false,false,false,false,false,false,BE,peace
skie,true,false,false,false,false,false,false,false,false,false,BE,peace
laughter,true,false,false,false,false,false,false,false,false,false,BE,peace
path,true,false,false,false,true,true,false,false,false,false,BE,joy
jungle,true,false,false,false,true,true,false,false,false,false,BE,joy
jiddu,true,false,false,false,false,false,false,false,false,false,BE,joy
krishnamurt,true,false,false,false,false,false,false,false,false,false,BE,joy
path,true,false,false,false,true,true,false,false,false,false,BE,joy
jungle,true,false,false,false,true,true,false,false,false,false,BE,joy
elephant,true,false,false,false,false,false,true,false,false,false,BE,joy
tangle,true,false,false,false,false,false,false,false,false,false,BE,joy
wilderness,true,false,false,false,false,false,false,false,false,false,BE,joy
voice,true,false,false,false,false,false,false,false,false,false,BE,joy
desolation,true,false,false,false,false,false,false,false,false,false,BE,joy
city,true,false,false,false,false,false,false,false,false,false,BE,joy
bell,true,false,false,false,false,false,false,false,false,false,BE,joy
temple,true,false,false,false,false,false,false,false,false,false,BE,joy
jungle,true,false,false,false,true,true,false,false,false,false,BE,joy
mountain,true,false,false,false,false,false,false,false,false,false,BE,joy
fear,true,false,false,false,false,false,false,false,false,false,BE,joy
life,true,false,false,false,false,false,false,false,false,false,BE,joy
temptation,true,false,false,false,false,false,false,false,false,false,BE,joy
sorrow,true,false,false,false,false,false,false,false,false,false,BE,joy
cut,true,false,false,false,false,false,false,false,false,false,BE,joy
jungle,true,false,false,false,true,true,false,false,false,false,BE,joy
tree,true,false,false,false,false,false,false,false,false,false,BE,joy
truth,true,false,false,false,false,false,false,false,false,false,BE,joy
walk,true,false,false,false,true,true,true,false,false,false,BE,joy
elephant,true,false,false,false,false,false,true,false,false,false,BE,joy
wanderer,true,false,false,false,true,false,false,false,false,false,BE,joy
search,true,false,false,false,true,false,false,false,false,false,BE,joy
jiddu,true,false,false,false,false,false,false,false,false,false,BE,joy
krishnamurt,true,false,false,false,false,false,false,false,false,false,BE,joy
wanderer,true,false,false,false,true,false,false,false,false,false,BE,joy
world,true,false,false,false,false,false,false,false,false,false,BE,joy
transient,true,false,false,false,false,false,false,false,false,false,BE,joy
thing,true,false,false,false,false,false,false,false,false,false,BE,joy
pleasure,true,false,false,false,false,false,false,false,false,false,BE,joy
rainbow,true,false,false,false,false,false,false,false,false,false,BE,joy
nothingness,true,false,false,false,false,false,false,false,false,false,BE,joy
foundation,true,false,false,false,false,false,false,false,false,false,BE,joy
world,true,false,false,false,false,false,false,false,false,false,BE,joy
thing,true,false,false,false,false,false,false,false,false,false,BE,joy
moon,true,false,false,false,false,false,false,false,false,false,BE,joy
day,true,false,false,false,false,false,false,false,false,false,BE,joy
harvest,true,false,false,false,false,false,false,false,false,false,BE,joy
day,true,false,false,false,false,false,false,false,false,false,BE,joy
liberation,true,false,false,false,false,false,false,false,false,false,BE,joy
tender,true,false,false,false,false,false,false,false,false,false,BE,joy
leaf,true,false,false,false,false,false,false,false,false,false,BE,joy
winter,true,false,false,false,false,false,false,false,false,false,BE,joy
spring,true,false,false,false,false,false,false,false,false,false,BE,joy
dew,true,false,false,false,false,false,false,false,false,false,BE,joy
drop,true,false,false,false,false,false,false,false,false,false,BE,joy
sea,true,false,false,false,true,false,false,false,false,false,BE,joy
ocean,true,false,false,false,false,false,false,false,false,false,BE,joy
liberation,true,false,false,false,false,false,false,false,false,false,BE,joy
river,true,false,false,false,false,false,false,false,false,false,BE,joy
sea,true,false,false,false,false,false,false,false,false,false,BE,joy
world,true,false,false,false,false,false,false,false,false,false,BE,joy
liberation,true,false,false,false,false,false,false,false,false,false,BE,joy
end,true,false,false,false,false,false,true,false,false,false,BE,joy
name,true,false,false,false,true,true,false,true,false,false,LIFE,peace
song,true,false,false,false,true,false,false,false,false,false,LIFE,peace
life,true,false,false,false,true,false,false,false,false,false,LIFE,peace
jiddu,true,false,false,false,false,false,false,false,false,false,LIFE,peace
krishnamurt,true,false,false,false,false,false,false,false,false,false,LIFE,peace
name,true,false,false,false,true,true,false,true,false,false,LIFE,peace
breeze,true,false,false,false,false,true,true,false,false,false,LIFE,peace
mountain,true,false,false,false,false,true,true,false,false,false,LIFE,peace
shelter,true,false,false,false,false,false,false,true,false,false,LIFE,peace
water,true,false,false,false,false,false,false,false,false,false,LIFE,peace
sanctuary,true,false,false,false,false,false,false,true,false,false,LIFE,peace
dark,true,false,false,false,false,false,false,false,false,false,LIFE,peace
god,true,false,false,false,false,false,false,false,false,false,LIFE,peace
shadow,true,false,false,false,false,false,false,false,false,false,LIFE,peace
temple,true,false,false,false,false,false,false,false,false,false,LIFE,peace
book,true,false,false,false,false,false,false,false,false,false,LIFE,peace
tradition,true,false,false,false,false,false,false,false,false,false,LIFE,peace
incense,true,false,false,false,false,false,false,false,false,false,LIFE,peace
altar,true,false,false,false,false,false,false,false,false,false,LIFE,peace
pomp,true,false,false,false,false,false,false,false,false,false,LIFE,peace
ceremonie,true,false,false,false,false,false,false,false,false,false,LIFE,peace
image,true,false,false,false,false,false,false,false,false,false,LIFE,peace
chant,true,false,false,false,false,false,false,false,false,false,LIFE,peace
voice,true,false,false,false,false,false,false,false,false,false,LIFE,peace
theorie,true,false,false,false,false,false,false,false,false,false,LIFE,peace
belief,true,false,false,false,false,false,false,false,false,false,LIFE,peace
bondage,true,false,false,false,false,false,false,false,false,false,LIFE,peace
religion,true,false,false,false,false,false,false,false,false,false,LIFE,peace
agony,true,false,false,false,false,false,false,false,false,false,LIFE,peace
priest,true,false,false,false,false,false,false,false,false,false,LIFE,peace
philosophie,true,false,false,false,false,false,false,false,false,false,LIFE,peace
power,true,false,false,false,false,false,false,false,false,false,LIFE,peace
sect,true,false,false,false,false,false,false,false,false,false,LIFE,peace
worshipper,true,false,false,false,false,false,false,false,false,false,LIFE,peace
song,true,false,false,false,true,false,false,false,false,false,LIFE,peace
song,true,false,false,false,true,false,false,false,false,false,LIFE,peace
river,true,false,false,false,false,false,false,false,false,false,LIFE,peace
sea,true,false,false,false,false,false,false,false,false,false,LIFE,peace
life,true,false,false,false,true,false,false,false,false,false,LIFE,peace
name,true,false,false,false,true,true,false,true,false,false,LIFE,peace
breeze,true,false,false,false,false,true,true,false,false,false,LIFE,peace
mountain,true,false,false,false,false,true,true,false,false,false,LIFE,peace
man,true,false,false,false,true,true,false,false,false,false,LIFE,love
woman,true,false,false,false,true,true,false,false,false,false,LIFE,love
lalan,true,false,false,false,false,false,false,false,false,false,LIFE,love
english,true,false,false,false,false,false,false,false,false,false,LIFE,love
version,true,false,false,false,false,false,false,false,false,false,LIFE,love
deben,true,false,false,false,false,false,false,false,false,false,LIFE,love
bhattacharya,true,false,false,false,false,false,false,false,false,false,LIFE,love
language,true,false,false,false,false,false,false,false,false,false,LIFE,love
bengal,true,false,false,false,false,false,false,false,false,false,LIFE,love
man,true,false,false,false,true,true,false,false,false,false,LIFE,love
woman,true,false,false,false,true,true,false,false,false,false,LIFE,love
love,true,false,false,false,false,false,false,false,false,false,LIFE,love
brilliance,true,false,false,false,false,false,false,false,false,false,LIFE,love
beauty,true,false,false,false,false,false,false,false,false,false,LIFE,love
lotus,true,false,false,false,false,false,false,false,false,false,LIFE,love
bloom,true,false,false,false,false,false,false,false,false,false,LIFE,love
eye,true,false,false,false,false,false,false,false,false,false,LIFE,love
ray,true,false,false,false,false,false,false,false,false,false,LIFE,love
moon,true,false,false,false,false,false,false,false,false,false,LIFE,love
jewel,true,false,false,false,false,false,false,false,false,false,LIFE,love
hood,true,false,false,false,false,false,false,false,false,false,LIFE,love
snake,true,false,false,false,false,false,false,false,false,false,LIFE,love
skin,true,false,false,false,false,false,false,false,false,false,LIFE,love
bone,true,false,false,false,false,false,false,false,false,false,LIFE,love
gold,true,false,false,false,false,false,false,false,false,false,LIFE,love
reservoir,true,false,false,false,false,false,false,false,false,false,LIFE,love
love,true,false,false,false,false,false,false,false,false,false,LIFE,love
wave,true,false,false,false,false,false,false,false,false,false,LIFE,love
drop,true,false,false,false,false,false,false,false,false,false,LIFE,love
water,true,false,false,false,false,false,false,false,false,false,LIFE,love
sea,true,false,false,false,false,false,false,false,false,false,LIFE,love
lalan,true,false,false,false,false,false,false,false,false,false,BE,love
english,true,false,false,false,false,false,false,false,false,false,BE,love
version,true,false,false,false,false,false,false,false,false,false,BE,love
deben,true,false,false,false,false,false,false,false,false,false,BE,love
bhattacharya,true,false,false,false,false,false,false,false,false,false,BE,love
language,true,false,false,false,false,false,false,false,false,false,BE,love
bengal,true,false,false,false,false,false,false,false,false,false,BE,love
heart,true,false,false,false,false,false,false,false,false,false,BE,love
fee,true,false,false,false,false,false,false,false,false,false,BE,love
beauty,true,false,false,false,false,false,false,false,false,false,BE,love
enchant,true,false,false,false,false,false,false,false,false,false,BE,love
eye,true,false,false,false,false,false,false,false,false,false,BE,love
round,true,false,false,false,false,false,false,false,false,false,BE,love
compass,true,false,false,false,false,false,false,false,false,false,BE,love
call,true,false,false,false,false,false,false,false,false,false,BE,love
glow,true,false,false,false,false,false,false,false,false,false,BE,love
moon,true,false,false,false,false,false,true,false,false,false,BE,love
moon,true,false,false,false,false,false,true,false,false,false,BE,love
talk,true,false,false,false,true,true,false,false,false,false,BE,sad
lalan,true,false,false,false,false,false,false,false,false,false,BE,sad
english,true,false,false,false,false,false,false,false,false,false,BE,sad
version,true,false,false,false,false,false,false,false,false,false,BE,sad
deben,true,false,false,false,false,false,false,false,false,false,BE,sad
bhattacharya,true,false,false,false,false,false,false,false,false,false,BE,sad
language,true,false,false,false,false,false,false,false,false,false,BE,sad
bengal,true,false,false,false,false,false,false,false,false,false,BE,sad
talk,true,false,false,false,true,true,false,false,false,false,BE,sad
move,true,false,false,false,false,false,false,false,false,false,BE,sad
hand,true,false,false,false,false,false,false,false,false,false,BE,sad
reach,true,false,false,false,false,false,false,false,false,false,BE,sad
sky,true,false,false,false,false,false,false,false,false,false,BE,sad
earth,true,false,false,false,false,false,false,false,false,false,BE,sad
round,true,false,false,false,false,false,false,false,false,false,BE,sad
error,true,false,false,false,false,false,false,false,false,false,BE,sad
day,true,false,false,false,true,true,false,false,false,false,LIFE,sad
drag,true,false,false,false,true,true,false,false,false,false,LIFE,sad
lalan,true,false,false,false,false,false,false,false,false,false,LIFE,sad
english,true,false,false,false,false,false,false,false,false,false,LIFE,sad
version,true,false,false,false,false,false,false,false,false,false,LIFE,sad
deben,true,false,false,false,false,false,false,false,false,false,LIFE,sad
bhattacharya,true,false,false,false,false,false,false,false,false,false,LIFE,sad
language,true,false,false,false,false,false,false,false,false,false,LIFE,sad
bengal,true,false,false,false,false,false,false,false,false,false,LIFE,sad
day,true,false,false,false,true,true,false,false,false,false,LIFE,sad
drag,true,false,false,false,true,true,false,false,false,false,LIFE,sad
union,true,false,false,false,false,false,false,false,false,false,LIFE,sad
man,true,false,false,false,false,false,false,false,false,false,LIFE,sad
heart,true,false,false,false,false,false,false,false,false,false,LIFE,sad
round,true,false,false,false,false,false,false,false,false,false,LIFE,sad
hour,true,false,false,false,false,false,false,false,false,false,LIFE,sad
day,true,false,false,false,true,true,false,false,false,false,LIFE,sad
night,true,false,false,false,false,false,false,false,false,false,LIFE,sad
chataka,true,false,false,false,false,false,false,false,false,false,LIFE,sad
watche,true,false,false,false,false,false,false,false,false,false,LIFE,sad
cloud,true,false,false,false,false,false,false,false,false,false,LIFE,sad
surrender,true,false,false,false,false,false,false,false,false,false,LIFE,sad
lightning,true,false,false,false,false,false,false,false,true,false,LIFE,sad
cloud,true,false,false,false,false,false,false,false,false,false,LIFE,sad
cloud,true,false,false,false,false,false,false,false,false,false,LIFE,sad
saw,true,false,false,false,false,false,false,false,false,false,LIFE,sad
beauty,true,false,false,false,false,false,false,false,false,false,LIFE,sad
dream,true,false,false,false,false,false,false,false,false,false,LIFE,sad
krishna,true,false,false,false,false,false,false,false,false,false,LIFE,sad
moon,true,false,false,false,true,false,false,false,false,false,LIFE,joy
moon,true,false,false,false,true,false,false,false,false,false,LIFE,joy
lalan,true,false,false,false,false,false,false,false,false,false,LIFE,joy
english,true,false,false,false,false,false,false,false,false,false,LIFE,joy
version,true,false,false,false,false,false,false,false,false,false,LIFE,joy
deben,true,false,false,false,false,false,false,false,false,false,LIFE,joy
bhattacharya,true,false,false,false,false,false,false,false,false,false,LIFE,joy
language,true,false,false,false,false,false,false,false,false,false,LIFE,joy
bengal,true,false,false,false,false,false,false,false,false,false,LIFE,joy
moon,true,false,false,false,true,false,false,false,false,false,LIFE,joy
moon,true,false,false,false,true,false,false,false,false,false,LIFE,joy
hold,true,false,false,false,false,false,false,false,false,false,LIFE,joy
hand,true,false,false,false,false,false,false,false,false,false,LIFE,joy
moon,true,false,false,false,true,false,false,false,false,false,LIFE,joy
brilliance,true,false,false,false,false,false,false,false,false,false,LIFE,joy
moon,true,false,false,false,true,false,false,false,false,false,LIFE,joy
rock,true,false,false,false,false,false,false,false,false,false,LIFE,joy
head,true,false,false,false,false,false,false,false,false,false,LIFE,joy
lunar,true,false,false,false,false,false,false,false,false,false,LIFE,joy
moon,true,false,false,false,true,false,false,false,false,false,LIFE,joy
fruit,true,false,false,false,false,false,false,false,false,false,LIFE,joy
tree,true,false,false,false,false,false,false,false,false,false,LIFE,joy
moon,true,false,false,false,true,false,false,false,false,false,LIFE,joy
try,true,false,false,false,false,false,false,false,false,false,LIFE,joy
eye,true,false,false,false,false,false,false,false,false,false,LIFE,joy
bear,true,false,false,false,false,false,false,false,false,false,LIFE,joy
ray,true,false,false,false,false,false,false,false,false,false,LIFE,joy
beauty,true,false,false,false,false,false,false,false,false,false,LIFE,joy
dazzle,true,false,false,false,false,false,false,false,false,false,LIFE,joy
moon,true,false,false,false,true,false,false,false,false,false,BE,sad
nazrul,true,false,false,false,false,false,false,false,false,false,BE,sad
islam,true,false,false,false,false,false,false,false,false,false,BE,sad
english,true,false,false,false,false,false,false,false,false,false,BE,sad
version,true,false,false,false,false,false,false,false,false,false,BE,sad
gulshan,true,false,false,false,false,false,false,false,false,false,BE,sad
ara,true,false,false,false,false,false,false,false,false,false,BE,sad
language,true,false,false,false,false,false,false,false,false,false,BE,sad
bengal,true,false,false,false,false,false,false,false,false,false,BE,sad
love,true,false,false,false,false,false,false,false,false,false,BE,sad
middle,true,false,false,false,false,false,false,false,false,false,BE,sad
night,true,false,false,false,false,false,false,false,false,false,BE,sad
moonlight,true,false,false,false,false,false,false,false,false,false,BE,sad
tender,true,false,false,false,false,false,false,false,false,false,BE,sad
touch,true,false,false,false,false,false,false,false,false,false,BE,sad
dream,true,false,false,false,false,false,false,false,false,false,BE,sad
eye,true,false,false,false,false,false,false,false,false,false,BE,sad
love,true,false,false,false,false,false,false,false,false,false,BE,sad
need,true,false,false,false,false,false,false,false,false,false,BE,sad
door,true,false,false,false,false,false,false,false,false,false,BE,sad
door,true,false,false,false,false,false,false,false,false,false,BE,sad
heart,true,false,false,false,false,false,true,false,false,false,BE,sad
memory,true,false,false,false,false,false,false,false,false,false,BE,sad
fragrance,true,false,false,false,false,false,false,false,false,false,BE,sad
flower,true,false,false,false,false,false,false,false,false,false,BE,sad
evening,true,false,false,false,false,false,false,false,false,false,BE,sad
breeze,true,false,false,false,false,false,false,false,false,false,BE,sad
name,true,false,false,false,false,false,false,false,false,false,BE,sad
evening,true,false,false,false,false,false,false,false,true,false,BE,sad
bird,true,false,false,false,false,false,false,false,false,false,BE,sad
wilderness,true,false,false,false,false,false,false,false,false,false,BE,sad
drop,true,false,false,false,false,false,false,false,false,false,BE,sad
eye,true,false,false,false,false,false,false,false,false,false,BE,sad
whisper,true,false,false,false,false,false,false,false,false,false,BE,sad
ear,true,false,false,false,false,false,false,false,false,false,BE,sad
tune,true,false,false,false,false,false,false,false,false,false,BE,sad
flute,true,false,false,false,false,false,false,false,false,false,BE,sad
love,true,false,false,false,false,false,false,false,false,false,BE,sad
love,true,false,false,false,false,false,false,false,false,false,BE,sad
pain,true,false,false,false,false,false,true,false,false,false,BE,sad
heart,true,false,false,false,false,false,true,false,false,false,BE,sad
hereafter,true,false,false,false,true,false,false,false,false,false,BE,sad
nazrul,true,false,false,false,false,false,false,false,false,false,BE,sad
islam,true,false,false,false,false,false,false,false,false,false,BE,sad
english,true,false,false,false,false,false,false,false,false,false,BE,sad
version,true,false,false,false,false,false,false,false,false,false,BE,sad
mohammad,true,false,false,false,false,false,false,false,false,false,BE,sad
omar,true,false,false,false,false,false,false,false,false,false,BE,sad
farooq,true,false,false,false,false,false,false,false,false,false,BE,sad
language,true,false,false,false,false,false,false,false,false,false,BE,sad
bengal,true,false,false,false,false,false,false,false,false,false,BE,sad
life,true,false,false,false,false,false,false,false,false,false,BE,sad
hereafter,true,false,false,false,true,false,false,false,false,false,BE,sad
laughter,true,false,false,false,false,false,false,false,false,false,BE,sad
anything,true,false,false,false,false,false,false,false,false,false,BE,sad
silence,true,false,false,false,false,false,false,false,false,false,BE,sad
offer,true,false,false,false,false,false,false,false,false,false,BE,sad
love,true,false,false,false,false,false,false,false,false,false,BE,sad
turn,true,false,false,false,false,false,false,false,false,false,BE,sad
hurt,true,false,false,false,false,false,false,false,false,false,BE,sad
pretense,true,false,false,false,false,false,false,false,false,false,BE,sad
dream,true,false,false,false,false,false,false,false,false,false,BE,sad
evening,true,false,false,false,false,false,false,false,false,false,BE,sad
bud,true,false,false,false,false,false,false,false,false,false,BE,sad
shed,true,false,false,false,false,false,false,false,false,false,BE,sad
dawn,true,false,false,false,false,false,false,false,false,false,BE,sad
heart,true,false,false,false,false,false,true,false,false,false,BE,sad
drie,true,false,false,false,false,false,false,false,false,false,BE,sad
love,true,false,false,false,false,false,false,false,false,false,BE,sad
ambrosia,true,false,false,false,false,false,false,false,false,false,BE,sad
taste,true,false,false,false,false,false,false,false,false,false,BE,sad
poison,true,false,false,false,false,false,false,false,false,false,BE,sad
separation,true,false,false,false,false,false,false,false,false,false,BE,sad
heart,true,false,false,false,false,false,true,false,false,false,BE,sad
long,true,false,false,false,false,false,false,false,false,false,BE,sad
agony,true,false,false,false,false,false,false,false,false,false,BE,sad
fountain,true,false,false,false,false,false,false,false,false,false,BE,sad
love,true,false,false,false,false,false,false,false,false,false,BE,sad
garden,true,false,false,false,false,false,false,false,false,false,BE,sad
heart,true,false,false,false,false,false,true,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
child,true,false,false,false,true,false,false,false,false,false,BE,sad
nazrul,true,false,false,false,false,false,false,false,false,false,BE,sad
islam,true,false,false,false,false,false,false,false,false,false,BE,sad
language,true,false,false,false,false,false,false,false,false,false,BE,sad
bengal,true,false,false,false,false,false,false,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
child,true,false,false,false,true,false,false,false,false,false,BE,sad
child,true,false,false,false,true,false,false,false,false,false,BE,sad
world,true,false,false,false,false,false,false,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
queen,true,false,false,false,false,false,false,false,false,false,BE,sad
world,true,false,false,false,false,false,false,false,false,false,BE,sad
look,true,false,false,false,false,false,false,false,false,false,BE,sad
habit,true,false,false,false,false,false,false,false,false,false,BE,sad
beggar,true,false,false,false,false,false,false,false,false,false,BE,sad
bent,true,false,false,false,false,false,false,false,false,true,BE,sad
love,true,false,false,false,false,false,false,false,false,false,BE,sad
call,true,false,false,false,false,false,false,false,false,false,BE,sad
child,true,false,false,false,true,false,false,false,false,false,BE,sad
run,true,false,false,false,false,false,false,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
run,true,false,false,false,false,false,false,false,false,false,BE,sad
push,true,false,false,false,false,false,false,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
cast,true,false,false,false,false,false,false,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
leave,true,false,false,false,false,false,false,false,false,false,BE,sad
play,true,false,false,false,false,false,false,false,false,false,BE,sad
dust,true,false,false,false,false,false,false,false,false,false,BE,sad
child,true,false,false,false,true,false,false,false,false,false,BE,sad
kind,true,false,false,false,false,false,false,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
eye,true,false,false,false,false,false,false,false,false,false,BE,sad
fee,true,false,false,false,false,false,false,false,false,false,BE,sad
care,true,false,false,false,false,false,false,true,false,false,BE,sad
die,true,false,false,false,false,false,false,false,false,false,BE,sad
mother,true,false,false,false,true,false,false,false,false,false,BE,sad
nightingale,true,false,false,false,true,false,false,false,false,false,BE,sad
nazrul,true,false,false,false,false,false,false,false,false,false,BE,sad
islam,true,false,false,false,false,false,false,false,false,false,BE,sad
english,true,false,false,false,false,false,false,false,false,false,BE,sad
version,true,false,false,false,false,false,false,false,false,false,BE,sad
john,true,false,false,false,false,false,false,false,false,false,BE,sad
