,index,Poem,label
98,70,"Blackboard poems

S          P          A          C          E
is a problem unlike your never-ending
paper or the maddening blankness of
your word processor where you can go on
and on in anguish or insanity or boredom
on one-hundred-and-seven degree Fahrenheit afternoons.
(To write the next lines you need to take
the green&goldbrown duster to rub off these eight)

Colour is another confusion you want
to wish away. At sixteen you wouldn’t write
OneSingleWord unless it was forty percent
gray letters on a plum background and your
monitor looked like a high class youknowwho.
The font then was Footlight MT Light, 13 pt.
Now, at twenty one, it is Verdana, eight point.
(I have erased again)

NOTHING SEDUCES LIKE YOUR OWN HANDWRITING.
THE WHITE CHALK DANCING ACROSS GLASS GREEN.
Creepers on W’s & R’s, hats on S, hearts on I’s & J’s.

(I have erased again)

I don’t grudge the colours too. Instead of two hundred
and fifty six fantasies there is the catholic bridal white.
Sometimes, there is yellow, blue, green, purple, red and
orange and the opportunity of giving them names—

Flaky Fullmoon. Bleached & Faded Captain Haddock Suit.
Temple-tank Algae. Crushed Lilac Under Flashlight.
Sherbet Stain. Sawdust Chillidust Cream.

(I have erased again)

There is considerable exertion (let me hazard a guess:
writing takes two hundred calories per hour, erasing
with the duster five hundred, and walking across must
be say, around eighty). Then, there is chalk-dust allergy
that compels me to sneeze. And the chemical after-effect
that spoils the moody brown skin of any glowing goddess.

And the unbearable sounds
of chalk squeak. . .
(I have erased again.
The fifth time now.)

But, a poet loves
writing blackboard poems.
(So easy, to imagine, an audience)
Yet, how much she dreads
Impermanence. . .


",1.0
99,436,"Learning My Lesson

I gave you a chance, let you in and tried to be your friend,
I should have known, you wouldn’t be there in the end.

I wanted you to love me, I waited for so very long,
I didn’t want to feel the hurt, but you still did me wrong.

I always had hope, I never wanted it this way,
No matter how hard I tried, You always pushed me away.

I should have known, You never really cared,
You let us leave, You were never even scared.

We never turned back, your own brother helped us board.
Never caring what was ahead, through it all we sure soared.

There were times, whether good or bad,
When I was a little girl, I should of had my dad.

You weren’t there when I was young, You never got to see,
You don’t have a clue, You don’t even know me.

Every single birthday, They all went by,
You never saw those candles go out, never my dad by my side.

But you should know, I had someone there,
He’s special to me, and his name is Ger.

But not even him can take away, all these years of pain, 
Through all of this hurt, there is still a lot to gain.

Without even knowing, you taught me good lessons for life,
I will do what I can, because my husband deserves a good wife.

I will stick by his side, never let things go bad.
Because I have chosen a man, who will always be a good dad.

You have made me wise, much more than my years,
All this hurt and pain, I have learned a lot through the tears.

I have been so mature, much more than even you,
What can I say, I guess you didn’t know what to do.

You think I don’t know, maybe it’s I didn’t want to,
But me being younger, I will always be more mature than you.

I stand up for myself, believe in what I say,
And always know, I treat people the right way.

There is no more to say, nothing more I can do.
Any chance of a relationship for us, is now and forever through.

You threw that away, many years ago with the lies,
Funny thing though the truth, you must know, it never dies.


",3.0
100,460,"Fecal Farm

My horse is there in front of me
Clip-cloppin' down the road.
He stops and flips his tail straight up
And drops another load.

My cows dump in the meadow,
My chickens foul their coop,
And flies are buzzin' 'round and 'round
Eatin' all that poop.

The sheep are out there bleatin'...
I gotta' get a grip!
The stupid things are standin'
Knee-deep in their dip!

I swear on this here farm
There's every barnyard species,
And each and every one of them
Is makin' tons of feces.

I'm tired of smellin' livestock.
I'd like to take a nap.
But I can't sleep 'cause I dream of
Hogs wallowin' in their crap.

Now my wife is in the kitchen
Cookin' soup du jour,
But nothin' smells real good to me;
I'm surrounded by manure.


",1.0
101,223,"The Judge 

Say of him what you please, but I know my child's failings.
I do not love him because he is good, but because he is my
little child.
How should you know how dear he can be when you try to weigh
his merits against his faults?
When I must punish him he becomes all the more a part of my
being.
When I cause his tears to come my heart weeps with him.
I alone have a right to blame and punish, for he only may
chastise who loves",2.0
102,140,"Lover's Gifts LII: Tired of Waiting 

Tired of waiting, you burst your bonds, impatient flowers, before
the winter had gone. Glimpses of the unseen comer reached your
wayside watch, and you rushed out running and panting, impulsive
jasmines, troops of riotous roses.
You were the first to march to the breach of death, your
clamour of colour and perfume troubled the air. You laughed and
pressed and pushed each other, bared your breast and dropped in
heaps.
The Summer will come in its time, sailing in the flood-tide
of the south wind. But you never counted slow moments to be sure
of him. You recklessly spent your all in the road, in the terrible
joy of faith.
You heard his footsteps from afar, and flung your mantle of
death for him to tread upon. Your bonds break even before the
rescuer is seen, you make him your own ere he can come and claim
you.
",2.0
103,145,"Lover's Gifts XIII: Last Night in the Garden 

Last night in the garden I offered you my youth's foaming wine. You
lifted the cup to your lips, you shut your eyes and smiled while
I raised your veil, unbound your tresses, drawing down upon my
breast your face sweet with its silence, last night when the moon's
dream overflowed the world of slumber.
To-day in the dew-cooled calm of the dawn you are walking to
God's temple, bathed and robed in white, with a basketful of
flowers in your hand. I stand aside in the shade under the tree,
with my head bent, in the calm of the dawn by the lonely road to
the temple.",2.0
104,304,"Anger My Friend/Enemy 

Anger is a form of fear
Anger is what I’m waiting to hear
Anger is deep down inside me
Anger drives me crazy
Anger is what turns me on
Anger is what turns me off
Anger is my enemy
Anger is my pal
Anger is gonna kill me
Anger is gonna save me
Anger might just help me 
Find my true love.............
..........................Mayb e?   

Anger and Me 

Anger is a form of fear
Anger is what I’m waiting to hear
Anger is deep down inside me
Anger drives me crazy
Anger is what turns me on
Anger is what turns me off
Anger is my enemy
Anger is my pal
Anger is gonna kill me
Anger is gonna save me
Anger might just help me 
Find my true love.............
..........................Mayb e? ",3.0
105,378,"Super Mom

Mom, you're a wonderful mother,
So gentle, yet so strong.
The many ways you show you care
Always make me feel I belong.


You're patient when I'm foolish;
You give guidance when I ask;
It seems you can do most anything;
You're the master of every task.


You're a dependable source of comfort;
You're my cushion when I fall.
You help in times of trouble;
You support me whenever I call.


I love you more than you know;
You have my total respect.
If I had my choice of mothers,
You'd be the one I'd select!


",2.0
106,524,"I Guess It Didn't

I know I should 
I wish I could
Just let you know 
What must not show 
Another life 
That is filled with strife

I said no
but I guess what I meant did't really show
he drugged me 
then hugged me
and after that he stripped me of my dignity
and stripped me of my confidence

I know I should
I wish I could
Just let you know 
what must not show 
another life
That is filled with strife

I said no 
But I guess what I meant didn't really show
that when a girl says no
she really means no


",0.0
107,452,"The Voyage

The vessel's memories haunt the gloom of the night,
I survey its changed shape since days of yore,
As I stumble, tremble and fumble to the fore,
The mute faces stare with hope as they might,
Dreaming of the New World's coming at first light,
The pining youth cross the threshold of the door,
They are visibly stricken and shaken to the core;
We are ghastly, haggard shells and filled with fright,
As our modern voyage sails into the shades of night.

My heart breaks;
A mother's fears,
A sister's tears,
My soul quakes,
A brother nears,
My Earth shakes.


",4.0
108,362,"STOP WAIT GO

Stop
my heart is aching
Stop
my heart is waiting

Hold
I've stopped breathing
Cold
Can't you see how
your love wakens
my being
every atom of me freeing

Cold
Can't stop shaking
Bold
yet fearful waiting

Hot
and
Warm
and
Loving

Stop
my heart is racing
Stop
desire is lacing
my blood with fire
making
me bold
yet quiet
letting the love that's breaking
sweep through me
taking
me to closeness
nearness
love

Go
I'm not leaving
Go
Keep believing

Go on until
we meet
in loving

that Stops
the aching
Soothes
the heart

making
more
closeness breaking
through
to my heart

Your heart beating

Two
bodies meeting
gentle
caressing
the touch
a blessing
a loving
meeting
lasting
fleeting
then repeating
holding
making
the deepest greeting

until

 

Stop
Hold
Go
and take me
in your arms
your life
your heart
making
more
than one plus one
making
a love
that flows throughout time

Let me love you
sweetheart of mine

 

Stop
Wait
Floodgates are breaking
sweeping away the hesitating
Hold me close
I've been feeling loving
lately

Stop
Go on with the loving

Hold me close
Hold me close
Hold me close

Let me break free
of waiting
hesitating

Wait
for me
as I lie trembling
in your arms
hoping   remembering
your tender loving

 

Hold
me  I know you're staying
Wait
There's still no saying
where this flow will take us
but no use complicating
this game of love we're playing
with fears
you'll be betraying
me
or you
better things to do

Love
I feel safety
Love
is what's generating
slowly
quickly
thinly
thickly

Stop
Wait
Go on 

",2.0
109,519,"Depressed?

people say imp perfect
but they don’t know that behind the grades
my life crumbles before my eyes
no one knows who I truly am
well I’ll tell you who I am
I’m a girl who wants to be wild and crazy like a normal kid
but can’t because I’m expected to be a perfect little girl 
to live up to my perfect cousin
but I’m not her 
and I don’t want to be her
I’m a girl that has been picked on
and called so many names 
that I’ve started to believe it
I remember when I used to be an outgoing girl
but now I hide in my shell
afraid of what people might think
my life is messed up behind the perfect show
and no one knows it
people in my family even try to hide it
but they raised a smart girl
and I know everything
for now I’ll keep playing the perfect child
but soon enough 
my outer shell is going to crack
and they better be prepared for what emerges
what conflicts I’ll cause
what family disagreements will occur
because even I don’t know...


",0.0
110,174,"Salutation

In one salutation to thee, my God, 
let all my senses spread out and touch this world at thy feet. 

Like a rain-cloud of July 
hung low with its burden of unshed showers 
let all my mind bend down at thy door in one salutation to thee. 

Let all my songs gather together their diverse strains into a single current 
and flow to a sea of silence in one salutation to thee. 

Like a flock of homesick cranes flying night and day 
back to their mountain nests 
let all my life take its voyage to its eternal home 
in one salutation to thee.",2.0
111,239,"This Dog
Every morning this dog, very attached to me,
Quietly keeps sitting near my seat
Till touching its head
I recognize its company.
This recognition gives it so much joy
Pure delight ripples through its entire body.
Among all dumb creatures
It is the only living being
That has seen the whole man
Beyond what is good or bad in him
It has seen
For his love it can sacrifice its life
It can love him too for the sake of love alone
For it is he who shows the way
To the vast world pulsating with life.
When I see its deep devotion
The offer of its whole being
I fail to understand
By its sheer instinct
What truth it has discovered in man.
By its silent anxious piteous looks
It cannot communicate what it understands
But it has succeeded in conveying to me
Among the whole creation
What is the true status of man.
",1.0
112,69,"The flight of birds

“a poem should be wordless
as the flight of birds.”
—Archibald Macleish, Ars Poetica.

birds don’t sing in their flight

for them flying is a muse
they compose mid-air
weave agnostic verse
sneering haughtily at our absurdity
as they float over our meaningless mosques and churches
and those patrolled international borders
and other disputed sites
where the guns go bang bang bang all the time
they swing over there losing their birdegos
(ego is difficult to retain in mid-flight)
wondering about and watching men plucking out
and quashing the lives of other men and women and
poor helpless children and they
shed a birdtear or two from there
a birdtear that is lost midway due to heat of some explosion
down below some crazy fanatical bomb detonating
killing instantly the people and the city and the forests
and even the pitiable babybirds who are yet to learn to fly

they contemplate of writing poems
about a bird’s egg charring
before even being boiled and scratch their beaks
unsure if this is a metaphor or simile or other poetic device

o the birds have lots and lots and lots to write about
o their writings will never be banned

they borrow freedom
to write poems in the sky
they come back and
pass it on to us
we take the song only
brutally
but at least we take the song

to take the poem
to unscramble the words from the song and to put it back again
as song so spontaneously that it remains the poem and the song
to remember forever this refrain whose melody haunts us
and to hum that refrain which preserves our sanity
perhaps we need to fly
a trifle aimlessly like birds

or because we are humans
six-sensed creatures with massive egos
and massive superegos and massive egos on the ego
and because of possessing gray matter
what doctors call medulla oblongata
we need to feel with our red hearts
than think with some unlocatable mind

we need to look deeper. . .
into ourselves, into eyes
we need to lose ourselves
then, and only then

the poems will come
silent
wordless
as the flight of birds


",1.0
113,392,"WORDS CANNOT DESCRIBE  
WORDS CANNOT CONTAIN 
WORDS CANNOT                
words cannot describe
words cannot describe
your leaving
words cannot contain
words cannot contain
the pain of
your leaving
your dying
words are empty shells
words can only tell
the shell of the story
inside is the pain
inside I cry in vain
cannot
stop
your leaving
you don't want to go
my son
this story shows
your pain 
at your leaving                    
my son 
if I could hot 
the pain
your pain
I would you know
my heart
can't contain the grief
of your leaving
my heart cannot contain
my longing in vain
to change
your dying
my son
I cry again
inside my shell of pain
my shell it cracks
my life it lacks
words to contain
your leaving
words cannot describe
words can't bring alive
my son who has died
leaving
a child 
grandson of mine
just three
and you have died
words cannot contain
can't bring alive
my son who has died
his life just begun
a three year old son
a wife by his side
her grief like a tide
no holding it contained
a world of love and pain
my son
my son
I lack words
but I hope you can hear
the love so near
the love like a tide
the grief that you have died
I just cannot believe
my son
I am numb
my son
I can't believe
my son
I am numb
my son
has died",0.0
114,103,"Storming in tea-cups
Posted on June 1, 2008 | Leave a comment
“a cup of tea is not a cup of tea. . .
when you make it at twilight,
just for him.”

call it a love potion.
liquid dreams.
scented desire.
wishes boiled to a blend.

three cinnamon pods
the dried darjeeling leaves
milk and pearl-white cream
simmering to a syrup to be filtered.

as you sweat in its vapours
and imagine how the tea tastes
against his lips his teeth his tongue
and the pale pink insides of his throat

as you stir in the sugar
and test a spoonful to see
if it stings and soothes and
stimulates the way you intended

as you pour it into his cup
with eyes mirroring supernovas and
study the desirable brown of the tea

an entire shade
that fits exactly
between the desert sand of your skin
and the date palm of his.

almost the color
of your possible child.


",2.0
115,62,"An angel meeting me

and may be we will
almost fall in love. . .
I will look into his eyes,
and he into mine—
my one single eye,
(the unfortunate other
blinded by a disciplinizing slap)
and we will agree, adjust
that Love can be Blind.
And he, healthy boy
well-fed, white with his rosy cheeks,
will wonder about me,
pity my bony body, those thin ribs
and worry
and feel my twisted ears
and the scars on my hands,
(reminders of the flirtation
of my skin and a cruel cane)
and perhaps lift my skirt. . .
Before he learns the greater horrors,
I owe him the truth of me—
So, I will say to him:
“I went to school”.

",0.0
116,266,"Ecstasy

Cover mine eyes, O my Love! 
Mine eyes that are weary of bliss 
As of light that is poignant and strong 
O silence my lips with a kiss, 
My lips that are weary of song! 
Shelter my soul, O my love! 
My soul is bent low with the pain 
And the burden of love, like the grace 
Of a flower that is smitten with rain: 
O shelter my soul from thy face! ",2.0
117,299,"Anger fills my heart and soul Anger fills my heart and soul Anger takes a mighty toll Anger lessens but can never leave Anger you hope to never receive, Anger stays forever within Anger acts with the might of all sin Anger is deadly to all around Anger gets mad at the thought of sound Anger is the thoughts in my head Anger that’s mine all should dread Anger for me is different from you Anger you see tells me what to do Anger will sit and whisper in my ear Anger he sits and tells me all that you fear, Anger… He is here He’s here to stay Anger is the hole In which we lay Anger is And Anger will Always be with us He is in me, and he is in you He can make you do What he wants you to Anger will make you Make you cry Anger can make you Want to die Anger can make you Go insane Anger….. ... A blood filled rain No more anger No more….. Walk to the bright light  Shinning through that door…Not knowing what’s in store But even then Anger lives on But you… nevermore ",3.0
118,79,"Elegy to my first keyboard

You entered my life when I was twelve. I really didn’t
have hormones then. I was lost in a different world. Of
science, of space, and the small small atoms that we were
all made up of. I wanted to be a spy or a scientist. I
thought you would help me become one.

You made me fall in love. With you. And unknown to
my parents, with language.

I started to write. But that is another story.

I loved you too much. Loved you through all those long
nights when you made me cry. When you simply
wouldn’t listen to me. And when I couldn’t find the
words to tell my love to you.

Living with you was very memorable. Too much fun.
And we were getting better by the day. At least, I was.
Until you decided to add some spice.

I was too weak for them.

To stay ahead of me, you would type on your own. I
don\\\\\\\’t kno\\w what\ these sl\\\\\\\\ashes meant
but they wo\\\\\\uld come everytime I sto\\\pped to
pause. \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\

When you knew this didn’t excite me, you stopped.

Much later

In yopur effoprt at unity, yopu started putting the op’s
and p’s together. I never knew why.


And-one-hot-summer-morning-the-space-bar-konked-out-i-had-to-separate-every-single-word-by-the-use-of-hyphens-or-dashes-and-i-could-not-even-run-the word-counts-and-oh-it-was-so-bad-but-still-i-put-up-with-you. Familiarity-with-you-never-bred-contempt-it-gave-birth-to-love-to-comfort-to-knowing-all-your-little-quirks.Disabling-that-vital-cord-which-tied-you-was-so-easy-and-even-so-legal-but-i-resisted-i-always-gave-you-chances-and-i-thought-that-your-teasing-would-be-over-soon-soon-anytime-soon-alas-it-was-not-to-be.You-had-grown-haughty-and-ill-tempered-and-God-i-still-loved-you.Not-to-love-a-strong-woman-was-very-demeaning-on-me.

One night you repaired yourself. I never asked you how.
Questions are prohibited in love affairs with me.
Finally, you crashed.

You misbehaved, threw your tiny tantrums.
You showed me your keyboard ego.
Or was it my zeal and drive.
Did I misuse-abuse-overuse you?
I loved you. I still do.

You were a great mistress.
Only, you took an early retirement.

",2.0
119,432,"Just A Title

Just a title
Nothing more
I am sorry to say
We have no rapport

Better this way
Than playing pretend
This is the way I have come to contend

Just a title
Nothing more
I'm finally able to close the door

You did this yourself
All on your own
I hope you like feeling alone

I have tried too much
Now I am tired of holding the clutch

Just a title
Nothing more
Is what I have decided for

You made your choice
Now you must lie
Now I see your chosen side

Just a title
Nothing more
'Mother' now I shut the door.


",3.0
120,185,"The Boat 

I must launch out my boat. 
The languid hours pass by on the 
shore---Alas for me! 

The spring has done its flowering and taken leave. 
And now with the burden of faded futile flowers I wait and linger. 

The waves have become clamorous, and upon the bank in the shady lane 
the yellow leaves flutter and fall. 

What emptiness do you gaze upon! 
Do you not feel a thrill passing through the air 
with the notes of the far-away song 
floating from the other shore?",0.0
121,353,"Thank God For Plumbers

Two old friends met on the street,
Hadn't talked in many a year;
""How's your family,?"" asked this dear old friend,
""I'd really like to hear.""


""George has a Master's in literature,""
The other said, with pride,
""And Mary's a grad in modern art,
Her career she has yet to decide.""


""And How's Willy,"" the first friend kindly asked,
While the other displayed defeat;
""Oh, Willy's a plumber,"" she sighed, hanging her head,
""But without him, we'd be out on the street.""",1.0
122,435,"I Hope You Understand

You were like a father,
And my world was all clear,
I wasn't expecting much from you at first,
Then you treated me like a daughter,
I expected more then,
I thought you would keep your promises,
And now I know.

You made my life a living nightmare,
Yet I still loved you like a father,
I wasn't sure if forgiving you was right,
But every time I did anyways,
You had many chances and many opportunities,
But you used your last one.

I will always think of you as a father,
But if that last chance wasn't blown we would be together,
I hope you never think you were replaced,
Because I will always remember the good,
But the bad will be there too in my thoughts everyday.

Your life means a lot to many different people,
So please don't blow that too,
Because you only get one life and I love that life,
And I hope you do too.

Every night I worry about what you are doing,
And sometimes I cry wondering,
I just wish life didn't have to be this way,
Then I remember it doesn't.

I looked up to you and I wanted you to stay around forever,
I wanted to grow up knowing you were always going to be there,
Now I am not sure that will happen,
You are killing the thing I love most,
So now I am begging you to stop,
I want you to spend the time you have left with me and your family.

We deserve better than to sit and watch you fade away,
Soon there won't be anything left,
Think about these emotions and I hope you understand.


",3.0
123,275,"Life

CHILDREN, ye have not lived, to you it seems 
Life is a lovely stalactite of dreams, 
Or carnival of careless joys that leap 
About your hearts like billows on the deep 
In flames of amber and of amethyst. 


Children, ye have not lived, ye but exist 
Till some resistless hour shall rise and move 
Your hearts to wake and hunger after love, 
And thirst with passionate longing for the things 
That burn your brows with blood-red sufferings. 


Till ye have battled with great grief and fears, 
And borne the conflict of dream-shattering years, 
Wounded with fierce desire and worn with strife, 
Children, ye have not lived: for this is life. 
",0.0
124,213,"The Gardener XXI: Why Did He Choose 

Why did he choose to come to my
door, the wandering youth, when the
day dawned?
As I come in and out I pass by him
every time, and my eyes are caught by 
his face.
I know not if I should speak to him
or keep silent. Why did he choose to 
come to my door?
The cloudy nights in July are dark;
the sky is soft blue in the autumn; the
spring days are restless with the south
wind.
He weaves his songs with fresh
tunes every time.
I turn from my work and my eyes
fill with the mist. Why did he choose 
to come to my door?
",2.0
125,303,"anger 

This ill temper I have is making me mad
I blow up and I don’t know why
I wish for just a moment I could handle my anger right
I wish for just a moment I could love you right
I wish my attitude would just go away
I wish my anger would stay at bay
This outlook I have on life needs to change
This outlook I have you needs to say the same
I love you deep down inside
I wish you would see
That you’re the only princess for me

The anger I have deep in side
Comes out when I least expect it
This anger I have in me should just go away
This anger I have is an annoyance
This anger I have has messed my life up
This anger I have is stupid
Anger you have messed up my love for you
Anger you have messed up my life
Anger you have destroyed who I am inside and out
Anger you are the devil
Anger you are all that is bad
This anger I have in me has made me fight
A fight that was not worth it

Anger you made me hit the wrong person
Anger you made me do the wrong things
Anger you are the feeling that I would never miss
Anger you have caused me so much sorrow
Anger you have caused nothing but grief.
Anger just go away ",3.0
126,154,"Lover's Gifts XVIII: Your Days 

Your days will be full of cares, if you must give me your heart.
My house by the cross-roads has its doors open and my mind is
absent, -for I sing.
I shall never be made to answer for it, if you must give me
your heart. If I pledge my word to you in tunes now, and am too
much in earnest to keep it when music is silent, you must forgive
me; for the law laid down in May is best broken in December.
Do not always keep remembering it, if you must give me your
heart. When your eyes sing with love, and your voice ripples with
laughter, my answers to your questions will be wild, and not
miserly accurate in facts, -they are to be believed for ever and
then forgotten for good.
",2.0
127,534,"Rain

I sit and watch
as the rain falls 
from a sky so dark and gray

Is this life
a crying sky
if so,
not even I can fight

I'm tired of hurting
I'm tired of tears
I'm tired of being alone
for all these years

I want peace
and I want love
I want to break free
to fly above!


",0.0
128,278,"Ode to H.H. The Nizam Of Hyderabad

DEIGN, Prince, my tribute to receive, 
This lyric offering to your name, 
Who round your jewelled scepter bind 
The lilies of a poet's fame; 
Beneath whose sway concordant dwell 
The peoples whom your laws embrace, 
In brotherhood of diverse creeds, 
And harmony of diverse race:

The votaries of the Prophet's faith, 
Of whom you are the crown and chief 
And they, who bear on Vedic brows 
Their mystic symbols of belief; 
And they, who worshipping the sun, 
Fled o'er the old Iranian sea; 
And they, who bow to Him who trod 
The midnight waves of Galilee.

Sweet, sumptuous fables of Baghdad 
The splendours of your court recall, 
The torches of a Thousand Nights 
Blaze through a single festival; 
And Saki-singers down the streets, 
Pour for us, in a stream divine, 
From goblets of your love-ghazals 
The rapture of your Sufi wine.


Prince, where your radiant cities smile, 
Grim hills their sombre vigils keep, 
Your ancient forests hoard and hold 
The legends of their centuried sleep; 
Your birds of peace white-pinioned float 
O'er ruined fort and storied plain, 
Your faithful stewards sleepless guard 
The harvests of your gold and grain.

God give you joy, God give you grace 
To shield the truth and smite the wrong, 
To honour Virtue, Valour, Worth. 
To cherish faith and foster song. 
So may the lustre of your days 
Outshine the deeds Firdusi sung, 
Your name within a nation's prayer, 
Your music on a nation's tongue. 
",2.0
129,372,"do you long for me
long for me
long for me tenderly

do you long to touch
your hand to my face

do you long to embrace
to embrace me tenderly
gently caressing 

do you long for me?

",2.0
130,33,"An Introduction

I don't know politics but I know the names
Of those in power, and can repeat them like
Days of week, or names of months, beginning with Nehru.
I amIndian, very brown, born inMalabar,
I speak three languages, write in
Two, dream in one.
Don't write in English, they said, English is
Not your mother-tongue. Why not leave
Me alone, critics, friends, visiting cousins,
Every one of you? Why not let me speak in
Any language I like? The language I speak,
Becomes mine, its distortions, its queernesses
All mine, mine alone.
It is half English, halfIndian, funny perhaps, but it is honest,
It is as human as I am human, don't
You see? It voices my joys, my longings, my
Hopes, and it is useful to me as cawing
Is to crows or roaring to the lions, it
Is human speech, the speech of the mind that is
Here and not there, a mind that sees and hears and
Is aware. Not the deaf, blind speech
Of trees in storm or of monsoon clouds or of rain or the
Incoherent mutterings of the blazing
Funeral pyre. I was child, and later they
Told me I grew, for I became tall, my limbs
Swelled and one or two places sprouted hair.
WhenI asked for love, not knowing what else to ask
For, he drew a youth of sixteen into the
Bedroom and closed the door, He did not beat me
But my sad woman-body felt so beaten.
The weight of my breasts and womb crushed me.
I shrank Pitifully.
Then … I wore a shirt and my
Brother's trousers, cut my hair short and ignored
My womanliness. Dress in sarees, be girl
Be wife, they said. Be embroiderer, be cook,
Be a quarreller with servants. Fit in. Oh,
Belong, cried the categorizers. Don't sit
On walls or peep in through our lace-draped windows.
Be Amy, or be Kamala. Or, better
Still, be Madhavikutty. It is time to
Choose a name, a role. Don't play pretending games.
Don't play at schizophrenia or be a
Nympho. Don't cry embarrassingly loud when
Jilted in love … I met a man, loved him. Call
Him not by any name, he is every man
Who wants. a woman, just as I am every
Woman who seeks love. In him . . . the hungry haste
Of rivers, in me . . . the oceans' tireless
Waiting. Who are you, I ask each and everyone,
The answer is, it is I. Anywhere and,
Everywhere, I see the one who calls himself I
In this world, he is tightly packed like the
Sword in its sheath. It is I who drink lonely
Drinks at twelve, midnight, in hotels of strange towns,
It is I who laugh, it is I who make love
And then, feel shame, it is I who lie dying
With a rattle in my throat. I am sinner,
I am saint. I am the beloved and the
Betrayed. I have no joys that are not yours, no
Aches which are not yours. I too call myself I. 


",2.0
131,389,"Like The Waves From The Shore

I must now ebb 
The time has come
to sail my oceans

Rolling away from you
like the waves from the shore
rippling out to the vastness of the sea
that beckons my ship of folly

I'll not ask you
to stand the night vigil
on the shoreline
of memory

You are here
on the beaches of my memory
even though I drift the tides

If you should look
into a starlit night
and see a reflection of me
know only that
I will one day
come crashing again
to the shore
swept homeward
by the pull
of the tide
and
you
",2.0
132,200,"The Gardener LXXVI: The Fair Was On 

The fair was on before the temple.
It had rained from the early morning
and the day came to its end.
Brighter than all the gladness of
the crowd was the bright smile of
a girl who bought for a farthing a 
whistle of palm leaf.
The shrill joy of that whistle floated
above all laughter and noise.
An endless throng of people came
and jostled together. The road was
muddy, the river in flood, the field
under water in ceaseless rain.
Greater than all the troubles of
the crowd was a little boy's trouble--
he had not a farthing to buy a painted
stick.
His wistful eyes gazing at the shop
made this whole meeting of men so
pitiful.",1.0
133,72,"Cinquains

Morning Song

Wet pink
And dusty grey
The sky begins to blush.
Some sleepy careless charm welcomes
Daybreak.

Even Song

Azure
And pink gold hues
The smug sky at twilight
A final flush of fulfilment
Night falls.

",1.0
134,113,"mother, i may have been a naughty child

by Nazrul Islam


Original Language Bengali

mother, i may have been a naughty child,
but i am your child nevertheless!
you own the world, mother, you are the queen of the world,
and look at me, i go about in the habit of a beggar.

you are bent on neglecting me,
but i love you anyway, it is you,?only you that i call upon.
just as a child runs to his mother even after she has scolded him,
so do i run to you.

how could you push me away from you, mother,
you are my mother, are you not?
oh, why did you cast me away, mother,
leave me to play in the dust?
i would have been a better child,
had only you been a little more kind to me.

i am sad and angry, mother,
i shall go away anywhere my eyes and my feet take me to.
i do not care now whether i live or die now, mother,
i am going away.",0.0
135,203,"
The Gardener XIV: I Was Walking by the Road 

I was walking by the road, I do not
know why, when the noonday was past
and bamboo branches rustled in the
wind.
The prone shadows with their out-
stretched arms clung to the feet of
the hurrying light.
The koels were weary of their
songs.
I was walking by the road, I do not 
know why.
The hut by the side of the water is
shaded by an overhanging tree.
Some on was busy with her work,
and her bangles made music in the
corner.
I stood before this hut, I know not
why.
The narrow winding road crosses
many a mustard field, and many a
mango forest.
It passes by the temple of the
village and the market at the river
landing-place.
I stopped by this hut, I do not know
why.
Years ago it was a day of breezy
March when the murmur of the spring
was languorous, and mango blossoms
were dropping on the dust.
The rippling water leapt and licked
the brass vessel that stood on the 
landing-step.
I think of that day of breezy March,
I do not know why.
Shadows are deepening and cattle 
returning to their folds.
The light is grey upon the lonely
meadows, and the villagers are waiting
for the ferry at the bank.
I slowly return upon my steps, I
do not know why.",5.0
136,365,"LOVE IS MY KIND OF TANGLE               

roulette makes my nerves jangle
poker plays are not my angle
casino games can't hold a candle

to love

love is my kind of gamble
love is my kind of tangle
I'm winning more than I can handle
love tangle
love tango

caught up in the brambles
snagged when on a ramble
I didn't need    even a preamble
to love 

love tangle
love tango
love wild
love mild
love returned
to me

my feet step on your shoes
I get ready to sing the blues
then you    whisper the news
you love
you love   me

love tangle
love tango

I've tried
alone
pride
cool
snide
And I can't hide

cool cat can't hold a candle
to love
distant glamor fades beside
love

love is my kind of gamble
love is my kind of tangle
I'm winning more than I can handle
love is    my style

tame and mild
deep and wild

love tangle
love tango

the cold shoulder keeps apart
the icy stare cuts the heart
blasé snubs frost the air
distant glamor wears and tears
love 

ooh, the cold shoulder chills the heart
snobs lose before they start
love 

tame and mild
deep and wild

love tangle
love tango

gentle, scary
seering, daring
filling the heart
love

love is my kind of gamble
love is my kind of tangle
I'm winning all that I can handle

love tangle
love tango

love wild
love mild
love returned
to me",2.0
