poem content,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise,age,type
"My lute awake! perform the last
Labour that thou and I shall waste,
And end that I have now begun;
For when this song is sung and past,
My lute be still, for I have done.

As to be heard where ear is none,
As lead to grave in marble stone,
My song may pierce her heart as soon;
Should we then sigh or sing or moan?
No, no, my lute, for I have done.

The rocks do not so cruelly
Repulse the waves continually,
As she my suit and affection;
So that I am past remedy,
Whereby my lute and I have done.

Proud of the spoil that thou hast got
Of simple hearts thorough Love's shot,
By whom, unkind, thou hast them won,
Think not he hath his bow forgot,
Although my lute and I have done.

Vengeance shall fall on thy disdain
That makest but game on earnest pain.
Think not alone under the sun
Unquit to cause thy lovers plain,
Although my lute and I have done.

Perchance thee lie wethered and old
The winter nights that are so cold,
Plaining in vain unto the moon;
Thy wishes then dare not be told;
Care then who list, for I have done.

And then may chance thee to repent
The time that thou hast lost and spent
To cause thy lovers sigh and swoon;
Then shalt thou know beauty but lent,
And wish and want as I have done.

Now cease, my lute; this is the last
Labour",5,sadness,0.39346382,0.36217353,0.098557465,0.06268672,0.009466921,0.066826984,0.39346382,0.006824586,Renaissance,Love
"I now think Love is rather deaf than blind,
For else it could not be
That she,
Whom I adore so much, should so slight me
And cast my love behind.
I'm sure my language to her was as sweet,
And every close did meet
In sentence of as subtle feet,
As hath the youngest He
That sits in shadow of Apollo's tree.

O, but my conscious fears,
That fly my thoughts between,
Tell me that she hath seen
My hundred of gray hairs,
Told seven and forty years
Read so much waste, as she cannot embrace
My mountain belly and my rocky face;
And all these through her eyes have stopp'd her ears.",2,fear,0.92021054,0.007899344,0.006059385,0.92021054,0.001606554,0.022013169,0.03827376,0.003937309,Renaissance,Love
"When my grave is broke up again
       Some second guest to entertain,
       (For graves have learn'd that woman head,
       To be to more than one a bed)
                And he that digs it, spies
A bracelet of bright hair about the bone,
                Will he not let'us alone,
And think that there a loving couple lies,
Who thought that this device might be some way
To make their souls, at the last busy day,
Meet at this grave, and make a little stay?

         If this fall in a time, or land,
         Where mis-devotion doth command,
         Then he, that digs us up, will bring
         Us to the bishop, and the king,
                To make us relics; then
Thou shalt be a Mary Magdalen, and I
                A something else thereby;
All women shall adore us, and some men;
And since at such time miracles are sought,
I would have that age by this paper taught
What miracles we harmless lovers wrought.

         First, we lov'd well and faithfully,
         Yet knew not what we lov'd, nor why;
         Difference of sex no more we knew
         Than our guardian angels do;
                Coming and going, we
Perchance might kiss, but not between those meals;
                Our hands ne'er touch'd the seals
Which nature, injur'd by late law, s",5,sadness,0.8965628,0.018859599,0.005878787,0.026860531,0.01379197,0.018507238,0.8965628,0.01953909,Renaissance,Love
"Ring out your bells, let mourning shows be spread;
For Love is dead
All love is dead, infected
With plague of deep disdain;
Worth, as nought worth, rejected,
And Faith fair scorn doth gain.
From so ungrateful fancy,
From such a female franzy,
From them that use men thus,
Good Lord, deliver us!

Weep, neighbours, weep; do you not hear it said
That Love is dead?
His death-bed, peacock's folly;
His winding-sheet is shame;
His will, false-seeming holy;
His sole exec'tor, blame.
From so ungrateful fancy,
From such a female franzy,
From them that use men thus,
Good Lord, deliver us!

Let dirge be sung and trentals rightly read,
For Love is dead;
Sir Wrong his tomb ordaineth
My mistress' marble heart,
Which epitaph containeth,
""Her eyes were once his dart.""
From so ungrateful fancy,
From such a female franzy,
From them that use men thus,
Good Lord, deliver us!

Alas, I lie, rage hath this error bred;
Love is not dead;
Love is not dead, but sleepeth
In her unmatched mind,
Where she his counsel keepeth,
Till due desert she find.
Therefore from so vile fancy,
To call such wit a franzy,
Who Love can temper thus,
Good Lord, deliver us!",0,anger,0.61200166,0.61200166,0.1291565,0.009529099,0.00292983,0.022759762,0.21907859,0.004544546,Renaissance,Love
"Rose-cheek'd Laura, come,
Sing thou smoothly with thy beauty's
Silent music, either other
Sweetly gracing.

Lovely forms do flow
From concent divinely framed;
Heav'n is music, and thy beauty's
Birth is heavenly.

These dull notes we sing
Discords need for helps to grace them;
Only beauty purely loving
Knows no discord,

But still moves delight,
Like clear springs renew'd by flowing,
Ever perfect, ever in them-
Selves eternal.",3,joy,0.7396048,0.007427755,0.013714334,0.001743478,0.7396048,0.089204624,0.1414608,0.006844215,Renaissance,Love
"Since so ye please to hear me plain,
And that ye do rejoice my smart,
Me list no lenger to remain
To such as be so overthwart.

But cursed be that cruel heart
Which hath procurd a careless mind
For me and mine unfeigned smart,
And forceth me such faults to find.

More than too much I am assured
Of thine intent, whereto to trust;
A speedless proof I have endured,
And now I leave it to them that lust.",0,anger,0.5494469,0.5494469,0.09895142,0.018084273,0.021513658,0.024089182,0.2846117,0.003302896,Renaissance,Love
"My true-love hath my heart and I have his,
By just exchange one for the other given:
I hold his dear, and mine he cannot miss;
There never was a bargain better driven.
His heart in me keeps me and him in one;
My heart in him his thoughts and senses guides:
He loves my heart, for once it was his own;
I cherish his because in me it bides.
His heart his wound received from my sight;
My heart was wounded with his wounded heart;
For as from me on him his hurt did light,
So still, methought, in me his hurt did smart:
Both equal hurt, in this change sought our bliss,
My true love hath my heart and I have his.",5,sadness,0.41214663,0.026295992,0.022937154,0.005777537,0.22153346,0.29640755,0.41214663,0.014901666,Renaissance,Love
"O Mistress mine where are you roaming?
O stay and hear, your true love's coming,
      That can sing both high and low.
Trip no further pretty sweeting.
Journeys end in lovers' meeting,
      Every wise man's son doth know.

What is love, 'tis not hereafter,
Present mirth, hath present laughter:
      What's to come, is still unsure.
In delay there lies no plenty,
Then come kiss me sweet and twenty:
      Youth's a stuff will not endure.",3,joy,0.40288413,0.004660153,0.004919136,0.23961434,0.40288413,0.15998529,0.16459496,0.023342062,Renaissance,Love
"Sweetest love, I do not go,
         For weariness of thee,
Nor in hope the world can show
         A fitter love for me;
                But since that I
Must die at last, 'tis best
To use myself in jest
         Thus by feign'd deaths to die.

Yesternight the sun went hence,
         And yet is here today;
He hath no desire nor sense,
         Nor half so short a way:
                Then fear not me,
But believe that I shall make
Speedier journeys, since I take
         More wings and spurs than he.

O how feeble is man's power,
         That if good fortune fall,
Cannot add another hour,
         Nor a lost hour recall!
                But come bad chance,
And we join to'it our strength,
And we teach it art and length,
         Itself o'er us to'advance.

When thou sigh'st, thou sigh'st not wind,
         But sigh'st my soul away;
When thou weep'st, unkindly kind,
         My life's blood doth decay.
                It cannot be
That thou lov'st me, as thou say'st,
If in thine my life thou waste,
         That art the best of me.

Let not thy divining heart
         Forethink me any ill;
Destiny may take thy part,
         And may thy fears fulfil;
                But think that we
Are but turn'd aside to sleep;
They who one another k",5,sadness,0.90909076,0.007190059,0.001413401,0.05533319,0.013055967,0.00877294,0.90909076,0.005143702,Renaissance,Love
"Take, oh take those lips away,
      That so sweetly were forsworn,
And those eyes: the breake of day,
      Lights that do mislead the Morn;
But my kisses bring again, bring again,
Seals of love, but sealed in vain, sealed in vain.",5,sadness,0.8777005,0.010478116,0.003737072,0.016051654,0.0324306,0.0508967,0.8777005,0.008705372,Renaissance,Love
"Drink to me only with thine eyes,
         And I will pledge with mine;
Or leave a kiss but in the cup,
         And Ill not look for wine.
The thirst that from the soul doth rise
         Doth ask a drink divine;
But might I of Joves nectar sup,
         I would not change for thine.

I sent thee late a rosy wreath,
         Not so much honouring thee
As giving it a hope, that there
         It could not withered be.
But thou thereon didst only breathe,
         And sentst it back to me;
Since when it grows, and smells, I swear,
         Not of itself, but thee.",5,sadness,0.4947908,0.041272786,0.022846062,0.13537024,0.05990798,0.22030301,0.4947908,0.025509195,Renaissance,Love
"When I consider everything that grows
Holds in perfection but a little moment,
That this huge stage presenteth nought but shows
Whereon the stars in secret influence comment;
When I perceive that men as plants increase,
Cheered and check'd even by the selfsame sky,
Vaunt in their youthful sap, at height decrease,
And wear their brave state out of memory;
Then the conceit of this inconstant stay
Sets you most rich in youth before my sight,
Where wasteful Time debateth with Decay
To change your day of youth to sullied night;
And all in war with Time for love of you,
As he takes from you, I engraft you new.",5,sadness,0.3017804,0.29175064,0.14999391,0.010116776,0.06826941,0.1547248,0.3017804,0.02336409,Renaissance,Love
"Devouring Time, blunt thou the lion's paws,
And make the earth devour her own sweet brood;
Pluck the keen teeth from the fierce tiger's jaws,
And burn the long-liv'd Phoenix in her blood;
Make glad and sorry seasons as thou fleets,
And do whate'er thou wilt, swift-footed Time,
To the wide world and all her fading sweets;
But I forbid thee one more heinous crime:
O, carve not with the hours my love's fair brow,
Nor draw no lines there with thine antique pen!
Him in thy course untainted do allow
For beauty's pattern to succeeding men.
Yet do thy worst, old Time! Despite thy wrong
My love shall in my verse ever live young.",0,anger,0.8314622,0.8314622,0.051025737,0.024031173,0.002267948,0.014313473,0.07480878,0.002090672,Renaissance,Love
"Let those who are in favour with their stars
Of public honour and proud titles boast,
Whilst I, whom fortune of such triumph bars,
Unlook'd for joy in that I honour most.
Great princes' favourites their fair leaves spread
But as the marigold at the sun's eye,
And in themselves their pride lies buried,
For at a frown they in their glory die.
The painful warrior famoused for fight,
After a thousand victories once foil'd,
Is from the book of honour razed quite,
And all the rest forgot for which he toil'd:
Then happy I, that love and am beloved
Where I may not remove nor be removed.",5,sadness,0.87305576,0.081954196,0.007909986,0.003345119,0.00568153,0.019909864,0.87305576,0.008143511,Renaissance,Love
"When, in disgrace with fortune and mens eyes,
I all alone beweep my outcast state,
And trouble deaf heaven with my bootless cries,
And look upon myself and curse my fate,
Wishing me like to one more rich in hope,
Featured like him, like him with friends possessed,
Desiring this mans art and that mans scope,
With what I most enjoy contented least;
Yet in these thoughts myself almost despising,
Haply I think on thee, and then my state,
(Like to the lark at break of day arising
From sullen earth) sings hymns at heavens gate;
       For thy sweet love remembered such wealth brings
       That then I scorn to change my state with kings.",5,sadness,0.7044506,0.1855173,0.057258688,0.007403913,0.027200595,0.016024293,0.7044506,0.002144634,Renaissance,Love
"When to the sessions of sweet silent thought
I summon up remembrance of things past,
I sigh the lack of many a thing I sought,
And with old woes new wail my dear time's waste:
Then can I drown an eye, unus'd to flow,
For precious friends hid in death's dateless night,
And weep afresh love's long since cancell'd woe,
And moan th' expense of many a vanish'd sight;
Then can I grieve at grievances foregone,
And heavily from woe to woe tell o'er
The sad account of fore-bemoaned moan,
Which I new pay as if not paid before.
But if the while I think on thee, dear friend,
All losses are restor'd, and sorrows end.",5,sadness,0.98483574,0.001359083,0.00153628,0.001600331,0.002146471,0.005969859,0.98483574,0.002552216,Renaissance,Love
"If thou survive my well-contented day,
When that churl Death my bones with dust shall cover,
And shalt by fortune once more re-survey
These poor rude lines of thy deceased lover,
Compare them with the bettering of the time,
And though they be outstripp'd by every pen,
Reserve them for my love, not for their rhyme,
Exceeded by the height of happier men.
O then vouchsafe me but this loving thought:
""Had my friend's Muse grown with this growing age
A dearer birth than this his love had brought,
To march in ranks of better equipage:
But since he died and poets better prove,
Theirs for their style I'll read, his for his love.""",0,anger,0.47519508,0.47519508,0.24631472,0.010306436,0.038888127,0.18779106,0.033135243,0.008369359,Renaissance,Love
"When I have seen by Time's fell hand defac'd
The rich proud cost of outworn buried age;
When sometime lofty towers I see down-ras'd
And brass eternal slave to mortal rage;
When I have seen the hungry ocean gain
Advantage on the kingdom of the shore,
And the firm soil win of the wat'ry main,
Increasing store with loss and loss with store;
When I have seen such interchange of state,
Or state itself confounded to decay;
Ruin hath taught me thus to ruminate,
That Time will come and take my love away.
This thought is as a death, which cannot choose
But weep to have that which it fears to lose.",0,anger,0.6363197,0.6363197,0.02291271,0.024548948,0.00270029,0.018037241,0.29094282,0.004538337,Renaissance,Love
"Tir'd with all these, for restful death I cry,
As, to behold desert a beggar born,
And needy nothing trimm'd in jollity,
And purest faith unhappily forsworn,
And gilded honour shamefully misplac'd,
And maiden virtue rudely strumpeted,
And right perfection wrongfully disgrac'd,
And strength by limping sway disabled,
And art made tongue-tied by authority,
And folly, doctor-like, controlling skill,
And simple truth miscall'd simplicity,
And captive good attending captain ill.
Tir'd with all these, from these would I be gone,
Save that, to die, I leave my love alone.",3,joy,0.85655,0.006495526,0.006741128,0.002036222,0.85655,0.034929875,0.090635486,0.002611801,Renaissance,Love
"No longer mourn for me when I am dead
Than you shall hear the surly sullen bell
Give warning to the world that I am fled
From this vile world with vilest worms to dwell; 
Nay, if you read this line, remember not
The hand that writ it; for I love you so, 
That I in your sweet thoughts would be forgot, 
If thinking on me then should make you woe.
O, if (I say) you look upon this verse, 
When I (perhaps) compounded am with clay,
Do not so much as my poor name rehearse,
But let your love even with my life decay,
Lest the wise world should look into your moan, 
And mock you with me after I am gone.",5,sadness,0.67102116,0.06804431,0.11526377,0.12125487,0.004324095,0.0175412,0.67102116,0.002550562,Renaissance,Love
"Not mine own fears, nor the prophetic soul
Of the wide world dreaming on things to come,
Can yet the lease of my true love control,
Suppos'd as forfeit to a confin'd doom.
The mortal moon hath her eclipse endur'd
And the sad augurs mock their own presage;
Incertainties now crown themselves assur'd
And peace proclaims olives of endless age.
Now with the drops of this most balmy time
My love looks fresh, and Death to me subscribes,
Since, spite of him, I'll live in this poor rhyme,
While he insults o'er dull and speechless tribes;
And thou in this shalt find thy monument,
When tyrants' crests and tombs of brass are spent.",5,sadness,0.84564644,0.061582185,0.016592512,0.017880261,0.01817174,0.03725105,0.84564644,0.002875837,Renaissance,Love
"Alas, 'tis true I have gone here and there
And made myself a motley to the view,
Gor'd mine own thoughts, sold cheap what is most dear,
Made old offences of affections new.
Most true it is that I have look'd on truth
Askance and strangely: but, by all above,
These blenches gave my heart another youth,
And worse essays prov'd thee my best of love.
Now all is done, have what shall have no end!
Mine appetite, I never more will grind
On newer proof, to try an older friend,
A god in love, to whom I am confin'd.
Then give me welcome, next my heaven the best,
Even to thy pure and most most loving breast.",0,anger,0.2833565,0.2833565,0.24401644,0.06783641,0.021119168,0.13806322,0.19305839,0.052549995,Renaissance,Love
"Let me not to the marriage of true minds
Admit impediments. Love is not love
Which alters when it alteration finds,
Or bends with the remover to remove.
O no! it is an ever-fixed mark
That looks on tempests and is never shaken;
It is the star to every wand'ring bark,
Whose worth's unknown, although his height be taken.
Love's not Time's fool, though rosy lips and cheeks
Within his bending sickle's compass come;
Love alters not with his brief hours and weeks,
But bears it out even to the edge of doom.
If this be error and upon me prov'd,
I never writ, nor no man ever lov'd.",2,fear,0.81955063,0.014392035,0.015545247,0.81955063,0.008553888,0.10113091,0.022375433,0.018451875,Renaissance,Love
"Th' expense of spirit in a waste of shame
Is lust in action; and till action, lust
Is perjured, murd'rous, bloody, full of blame,
Savage, extreme, rude, cruel, not to trust,
Enjoyed no sooner but despised straight,
Past reason hunted; and, no sooner had
Past reason hated as a swallowed bait
On purpose laid to make the taker mad;
Mad in pursuit and in possession so,
Had, having, and in quest to have, extreme;
A bliss in proof and proved, a very woe;
Before, a joy proposed; behind, a dream.
    All this the world well knows; yet none knows well
    To shun the heaven that leads men to this hell.",0,anger,0.6877506,0.6877506,0.23002955,0.011763563,0.004941277,0.009402676,0.054627616,0.001484724,Renaissance,Love
"My mistress' eyes are nothing like the sun;
Coral is far more red than her lips' red;
If snow be white, why then her breasts are dun;
If hairs be wires, black wires grow on her head.
I have seen roses damasked, red and white,
But no such roses see I in her cheeks;
And in some perfumes is there more delight
Than in the breath that from my mistress reeks.
I love to hear her speak, yet well I know
That music hath a far more pleasing sound;
I grant I never saw a goddess go;
My mistress, when she walks, treads on the ground.
   And yet, by heaven, I think my love as rare
   As any she belied with false compare.",1,disgust,0.5526561,0.023761645,0.5526561,0.038702555,0.07871267,0.160312,0.12780853,0.018046396,Renaissance,Love
"Still to be neat, still to be dressed,
As you were going to a feast;
Still to be powdered, still perfumed; 
Lady, it is to be presumed,
Though art's hid causes are not found,
All is not sweet, all is not sound.

Give me a look, give me a face,
That makes simplicity a grace;
Robes loosely flowing, hair as free;
Such sweet neglect more taketh me
                       Than all th'adulteries of art. 
They strike mine eyes, but not my heart.",4,neutral,0.29274374,0.038542036,0.11554689,0.05222507,0.17810932,0.29274374,0.27466303,0.048169937,Renaissance,Love
"               Busy old fool, unruly sun,
               Why dost thou thus,
Through windows, and through curtains call on us?
Must to thy motions lovers' seasons run?
               Saucy pedantic wretch, go chide
               Late school boys and sour prentices,
         Go tell court huntsmen that the king will ride,
         Call country ants to harvest offices,
Love, all alike, no season knows nor clime,
Nor hours, days, months, which are the rags of time.

               Thy beams, so reverend and strong
               Why shouldst thou think?
I could eclipse and cloud them with a wink,
But that I would not lose her sight so long;
               If her eyes have not blinded thine,
               Look, and tomorrow late, tell me,
         Whether both th' Indias of spice and mine
         Be where thou leftst them, or lie here with me.
Ask for those kings whom thou saw'st yesterday,
And thou shalt hear, All here in one bed lay.

               She's all states, and all princes, I,
               Nothing else is.
Princes do but play us; compared to this,
All honor's mimic, all wealth alchemy.
               Thou, sun, art half as happy as we,
               In that the world's contracted thus.
         Thine age asks ease, and since thy duties be",5,sadness,0.44782013,0.008010168,0.002491553,0.013205921,0.40629396,0.07524913,0.44782013,0.046929196,Renaissance,Love
"There is a garden in her face
Where roses and white lilies grow;
A heav'nly paradise is that place
Wherein all pleasant fruits do flow.
There cherries grow which none may buy,
Till ""Cherry ripe"" themselves do cry.

Those cherries fairly do enclose
Of orient pearl a double row,
Which when her lovely laughter shows,
They look like rose-buds fill'd with snow;
Yet them nor peer nor prince can buy,
Till ""Cherry ripe"" themselves do cry.

Her eyes like angels watch them still,
Her brows like bended bows do stand,
Threat'ning with piercing frowns to kill
All that attempt with eye or hand
Those sacred cherries to come nigh,
Till ""Cherry ripe"" themselves do cry.",5,sadness,0.8569582,0.005990244,0.004832652,0.001913918,0.040449265,0.08284539,0.8569582,0.007010313,Renaissance,Love
"They flee from me that sometime did me seek
With naked foot, stalking in my chamber.
I have seen them gentle, tame, and meek,
That now are wild and do not remember
That sometime they put themself in danger
To take bread at my hand; and now they range,
Busily seeking with a continual change.

Thanked be fortune it hath been otherwise
Twenty times better; but once in special,
In thin array after a pleasant guise,
When her loose gown from her shoulders did fall,
And she me caught in her arms long and small;
Therewithall sweetly did me kiss
And softly said, Dear heart, how like you this?

It was no dream: I lay broad waking.
But all is turned thorough my gentleness
Into a strange fashion of forsaking;
And I have leave to go of her goodness,
And she also, to use newfangleness.
But since that I so kindly am served
I would fain know what she hath deserved.",2,fear,0.95508516,0.013782281,0.004404782,0.95508516,0.003904837,0.011708045,0.00928079,0.001834105,Renaissance,Love
"Thrice toss these oaken ashes in the air,
Thrice sit thou mute in this enchanted chair,
Then thrice three times tie up this true love's knot,
And murmur soft ""She will, or she will not.""

Go burn these pois'nous weeds in yon blue fire,
These screech-owl's feathers and this prickling briar,
This cypress gathered at a dead man's grave,
That all my fears and cares an end may have.

Then come, you fairies! dance with me a round;
Melt her hard heart with your melodious sound.
In vain are all the charms I can devise:
She hath an art to break them with her eyes.",2,fear,0.62260246,0.21527654,0.028035559,0.62260246,0.005707831,0.043067336,0.08199613,0.003314235,Renaissance,Love
"   Unstable dream, according to the place,
Be steadfast once, or else at least be true.
By tasted sweetness make me not to rue
The sudden loss of thy false feigned grace.
By good respect in such a dangerous case
Thou broughtest not her into this tossing mew
But madest my sprite live, my care to renew,
My body in tempest her succour to embrace.
The body dead, the sprite had his desire,
Painless was th'one, th'other in delight.
Why then, alas, did it not keep it right,
Returning, to leap into the fire?
     And where it was at wish, it could not remain,
     Such mocks of dreams they turn to deadly pain.",5,sadness,0.64982677,0.13092288,0.013114189,0.18102251,0.014298759,0.008769831,0.64982677,0.002044985,Renaissance,Love
"As virtuous men pass mildly away,
   And whisper to their souls to go,
Whilst some of their sad friends do say
   The breath goes now, and some say, No:

So let us melt, and make no noise,
   No tear-floods, nor sigh-tempests move;
'Twere profanation of our joys
   To tell the laity our love.

Moving of th' earth brings harms and fears,
   Men reckon what it did, and meant;
But trepidation of the spheres,
   Though greater far, is innocent.

Dull sublunary lovers' love
   (Whose soul is sense) cannot admit
Absence, because it doth remove
   Those things which elemented it.

But we by a love so much refined,
   That our selves know not what it is,
Inter-assured of the mind,
   Care less, eyes, lips, and hands to miss.

Our two souls therefore, which are one,
   Though I must go, endure not yet
A breach, but an expansion,
   Like gold to airy thinness beat.

If they be two, they are two so
   As stiff twin compasses are two;
Thy soul, the fixed foot, makes no show
   To move, but doth, if the other do.

And though it in the center sit,
   Yet when the other far doth roam,
It leans and hearkens after it,
   And grows erect, as that comes home.

Such wilt thou be to me, who must,
   Like th' other foot, obliquely run;
Thy firmness makes my ci",5,sadness,0.8808793,0.004470504,0.003954877,0.067128375,0.017937062,0.02241115,0.8808793,0.003218802,Renaissance,Love
"          Let me pour forth
My tears before thy face, whilst I stay here,
For thy face coins them, and thy stamp they bear,
And by this mintage they are something worth,
         For thus they be
         Pregnant of thee;
Fruits of much grief they are, emblems of more,
When a tear falls, that thou falls which it bore,
So thou and I are nothing then, when on a diverse shore.

         On a round ball
A workman that hath copies by, can lay
An Europe, Afric, and an Asia,
And quickly make that, which was nothing, all;
         So doth each tear
         Which thee doth wear,
A globe, yea world, by that impression grow,
Till thy tears mix'd with mine do overflow
This world; by waters sent from thee, my heaven dissolved so.

         O more than moon,
Draw not up seas to drown me in thy sphere,
Weep me not dead, in thine arms, but forbear
To teach the sea what it may do too soon;
         Let not the wind
         Example find,
To do me more harm than it purposeth;
Since thou and I sigh one another's breath,
Whoe'er sighs most is cruellest, and hastes the other's death.",5,sadness,0.95504165,0.005252481,0.003205964,0.015210957,0.005839445,0.00981092,0.95504165,0.005638602,Renaissance,Love
"What needeth these threnning words and wasted wind?
All this cannot make me restore my prey.
To rob your good, iwis, is not my mind,
Nor causeless your fair hand did I display.
Let love be judge or else whom next we meet
That may both hear what you and I can say:
She took from me an heart, and I a glove from her.
Let us see now if th'one be worth th'other.",0,anger,0.79867315,0.79867315,0.03414444,0.054273594,0.003918631,0.061953433,0.041262247,0.005774416,Renaissance,Love
"What should I say,
Since faith is dead,
And truth away
From you is fled?
Should I be led
With doubleness?
Nay, nay, mistress!

I promised you,
And you promised me,
To be as true
As I would be.
But since I see
Your double heart,
Farewell my part!

Though for to take
It is not my mind,
But to forsake
[One so unkind]
And as I find,
So will I trust:
Farewell, unjust!

Can ye say nay?
But you said
That I alway
Should be obeyed?
And thus betrayed
Or that I wiste
Farewell, unkissed.",0,anger,0.6147347,0.6147347,0.07154487,0.051151,0.003281092,0.01658394,0.23753926,0.005165086,Renaissance,Love
"When thou must home to shades of underground,
And there arriv'd, a new admired guest,
The beauteous spirits do engirt thee round,
White Iope, blithe Helen, and the rest,
To hear the stories of thy finish'd love
From that smooth tongue whose music hell can move;

Then wilt thou speak of banqueting delights,
Of masques and revels which sweet youth did make,
Of tourneys and great challenges of knights,
And all these triumphs for thy beauty's sake:
When thou hast told these honours done to thee,
Then tell, O tell, how thou didst murder me.",3,joy,0.9612187,0.003248792,0.004921196,0.002715909,0.9612187,0.016504452,0.00748096,0.003910033,Renaissance,Love
"Whoso list to hunt, I know where is an hind,
But as for me, helas, I may no more.
The vain travail hath wearied me so sore,
I am of them that farthest cometh behind.
Yet may I by no means my wearied mind
Draw from the deer, but as she fleeth afore
Fainting I follow. I leave off therefore,
Sithens in a net I seek to hold the wind.
Who list her hunt, I put him out of doubt,
As well as I may spend his time in vain.
And graven with diamonds in letters plain
There is written, her fair neck round about:
Noli me tangere, for Caesar's I am,
And wild for to hold, though I seem tame.",5,sadness,0.54131484,0.06976852,0.061709523,0.15063235,0.010693269,0.15674604,0.54131484,0.009135447,Renaissance,Love
"Ye old mule that think yourself so fair,
Leave off with craft your beauty to repair,
For it is true, without any fable,
No man setteth more by riding in your saddle.
Too much travail so do your train appair.
        Ye old mule
With false savour though you deceive th'air,
Whoso taste you shall well perceive your lair
Savoureth somewhat of a Kappurs stable.
        Ye old mule
Ye must now serve to market and to fair,
All for the burden, for panniers a pair.
For since gray hairs been powdered in your sable,
The thing ye seek for, you must yourself enable
To purchase it by payment and by prayer,
        Ye old mule.",4,neutral,0.27465743,0.12074305,0.19801918,0.1785436,0.044440024,0.27465743,0.15502529,0.028571473,Renaissance,Love
"I leaned against the mantel, sick, sick,
Thinking of my failure, looking into the abysm,
Weak from the noon-day heat.
A church bell sounded mournfully far away,
I heard the cry of a baby,
And the coughing of John Yarnell,
Bed-ridden, feverish, feverish, dying,
Then the violent voice of my wife:
""Watch out, the potatoes are burning!""
I smelled them ... then there was irresistible disgust.
I pulled the trigger ... blackness ... light ...
Unspeakable regret ... fumbling for the world again.
Too late! Thus I came here,
With lungs for breathing ... one cannot breathe here with lungs,
Though one must breathe
Of what use is it To rid one's self of the world,
When no soul may ever escape the eternal destiny of life?",5,sadness,0.77585083,0.009471505,0.09461086,0.09341401,0.001923439,0.016682262,0.77585083,0.0080471,Modern,Mythology & Folklore
"I was the first fruits of the battle of Missionary Ridge.
When I felt the bullet enter my heart
I wished I had staid at home and gone to jail
For stealing the hogs of Curl Trenary,
Instead of running away and joining the army.
Rather a thousand times the county jail
Than to lie under this marble figure with wings,
And this granite pedestal Bearing the words, Pro Patria.
What do they mean, anyway?",5,sadness,0.65685993,0.031389557,0.061068904,0.101059996,0.00189782,0.045351014,0.65685993,0.10237267,Modern,Mythology & Folklore
"I was only eight years old;
And before I grew up and knew what it meant
I had no words for it, except
That I was frightened and told my
Mother; And that my Father got a pistol
And would have killed Charlie, who was a big boy,
Fifteen years old, except for his Mother.
Nevertheless the story clung to me.
But the man who married me, a widower of thirty-five,
Was a newcomer and never heard it
Till two years after we were married.
Then he considered himself cheated,
And the village agreed that I was not really a virgin.
Well, he deserted me, and I died
The following winter.",2,fear,0.99224555,0.002056046,0.001023841,0.99224555,0.000739487,0.00102355,0.001775227,0.001136358,Modern,Mythology & Folklore
"I have heard that hysterical women say
They are sick of the palette and fiddle-bow,
Of poets that are always gay,
For everybody knows or else should know
That if nothing drastic is done
Aeroplane and Zeppelin will come out,
Pitch like King Billy bomb-balls in
Until the town lie beaten flat.

All perform their tragic play,
There struts Hamlet, there is Lear,
That's Ophelia, that Cordelia;
Yet they, should the last scene be there,
The great stage curtain about to drop,
If worthy their prominent part in the play,
Do not break up their lines to weep.
They know that Hamlet and Lear are gay;
Gaiety transfiguring all that dread.
All men have aimed at, found and lost;
Black out; Heaven blazing into the head:
Tragedy wrought to its uttermost.
Though Hamlet rambles and Lear rages,
And all the drop scenes drop at once
Upon a hundred thousand stages,
It cannot grow by an inch or an ounce.

On their own feet they came, or on shipboard,
Camel-back, horse-back, ass-back, mule-back,
Old civilisations put to the sword.
Then they and their wisdom went to rack:
No handiwork of Callimachus
Who handled marble as if it were bronze,
Made draperies that seemed to rise
When sea-wind swept the corner, stands;
His long lamp chimney shaped like the stem
Of a slender palm, stood but a day;
All things fall an",2,fear,0.9017083,0.00723644,0.008826606,0.9017083,0.002460601,0.029516526,0.04577725,0.004474318,Modern,Mythology & Folklore
"Why should I blame her that she filled my days
With misery, or that she would of late
Have taught to ignorant men most violent ways,
Or hurled the little streets upon the great,
Had they but courage equal to desire?
What could have made her peaceful with a mind
That nobleness made simple as a fire,
With beauty like a tightened bow, a kind
That is not natural in an age like this,
Being high and solitary and most stern?
Why, what could she have done, being what she is?
Was there another Troy for her to burn?",0,anger,0.5668459,0.5668459,0.13995771,0.04701653,0.001575442,0.050931357,0.17329669,0.020376412,Modern,Mythology & Folklore
